Date,CESP,Risk equal-weight,Defensive equal-weight,60_40,SMA200 mix,Vol-targeted mix,Random exposure placebo
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,-0.011974096039833324,-0.011974096039833324,0.0,-0.007184457623899994,-0.011974096039833324,-0.005987048019916662,-0.011974096039833324
2015-01-04,-0.006675392220143067,-0.006675392220143067,0.0,-0.00400523533208584,-0.006675392220143067,-0.0033376961100715333,-0.006675392220143067
2015-01-05,-0.008994826868142965,-0.008994826868142965,0.009738301737235,-0.0015015754259917785,-0.008994826868142965,0.0003717374345460177,-0.008994826868142965
2015-01-06,-0.0025559792466003373,-0.0025559792466003373,0.00954879277221693,0.00228592956092657,-0.0025559792466003373,0.003496406762808296,0.00954879277221693
2015-01-07,0.009836989601723571,0.009836989601723571,-0.0010869493461717616,0.0054674140225654385,0.009836989601723571,0.004375020127775905,0.009836989601723571
2015-01-08,0.006691967449776959,0.006691967449776959,-0.004357616594972663,0.0022721338318771097,0.006691967449776959,0.0011671754274021479,0.006691967449776959
2015-01-09,-0.0014745067654497149,-0.0014745067654497149,0.005694948537717848,0.00139327535581731,-0.0014745067654497149,0.0021102208861340666,-0.0014745067654497149
2015-01-10,-0.005973205542272209,-0.005973205542272209,0.0,-0.003583923325363325,-0.005973205542272209,-0.0029866027711361043,-0.005973205542272209
2015-01-11,-0.003694048053794252,-0.003694048053794252,0.0,-0.0022164288322765514,-0.003694048053794252,-0.001847024026897126,-0.003694048053794252
2015-01-12,-0.006561878124366409,-0.006561878124366409,0.005081949818234066,-0.0019043469473262187,-0.006561878124366409,-0.0007399641530661714,-0.006561878124366409
2015-01-13,-0.018599938133375755,-0.018599938133375755,0.00010514189195542922,-0.01111790612324328,-0.018599938133375755,-0.009247398120710163,-0.018599938133375755
2015-01-14,-0.023009341634478788,-0.023009341634478788,0.0021360650983255902,-0.012951178941357036,-0.023009341634478788,-0.010436638268076599,-0.023009341634478788
2015-01-15,0.013490957126996043,0.013490957126996043,0.013181485488222733,0.01336716847148672,0.013490957126996043,0.013336221307609388,0.013490957126996043
2015-01-16,0.011796274971912232,0.011796274971912232,-0.0006408829754622203,0.006821411792962451,0.011796274971912232,0.005577695998225006,0.011796274971912232
2015-01-17,-0.004718422236879152,-0.004718422236879152,0.0,-0.002831053342127491,-0.004718422236879152,-0.002359211118439576,-0.004718422236879152
2015-01-18,0.006177863826820247,0.006177863826820247,0.0,0.003706718296092148,0.006177863826820247,0.0030889319134101236,0.006177863826820247
2015-01-19,0.002388730054255575,0.002388730054255575,0.0,0.0014332380325533449,0.002388730054255575,0.0011943650271277874,0.0
2015-01-20,-0.0030621686635329518,-0.0030621686635329518,0.008339890568446862,0.001498655029258974,-0.0030621686635329518,0.002638860952456955,-0.0030621686635329518
2015-01-21,0.012729369228068728,0.012729369228068728,-0.004727400363397388,0.005746661391482281,0.012729369228068728,0.00400098443233567,0.012729369228068728
2015-01-22,0.011944086898912416,0.011944086898912416,0.00424958555006652,0.008866286359374058,0.011944086898912416,0.008096836224489468,0.011944086898912416
2015-01-23,-0.003128890869624189,-0.003128890869624189,0.0053196899233037,0.00025054144754696646,-0.003128890869624189,0.0010953995268397554,-0.003128890869624189
2015-01-24,0.00714152579024701,0.00714152579024701,0.0,0.004284915474148206,0.00714152579024701,0.003570762895123505,0.00714152579024701
2015-01-25,0.0026320011021019824,0.0026320011021019824,0.0,0.0015792006612611895,0.0026320011021019824,0.0013160005510509912,0.0026320011021019824
2015-01-26,0.013521532139509204,0.013521532139509204,-0.0042247132931634845,0.006423033966440128,0.013521532139509204,0.00464840942317286,0.013521532139509204
2015-01-27,-0.008232226492821317,-0.008232226492821317,0.0012171996653872474,-0.004452456029537892,-0.008232226492821317,-0.003507513413717035,-0.008232226492821317
2015-01-28,-0.02471011056825116,-0.02471011056825116,0.00554590325623569,-0.012607705038456417,-0.02471011056825116,-0.009582103656007734,-0.02471011056825116
2015-01-29,0.005200632631677804,0.005200632631677804,-0.007720524269616891,3.216987115992574e-05,0.005200632631677804,-0.0012599458189695434,-0.007720524269616891
2015-01-30,-0.0084667305921968,-0.0084667305921968,0.012492408064987193,-8.307512932320248e-05,-0.0084667305921968,0.002012838736395196,-0.0084667305921968
2015-01-31,-0.004397334616259907,-0.004397334616259907,0.0,-0.0026384007697559443,-0.004397334616259907,-0.0021986673081299535,-0.004397334616259907
2015-02-01,0.004858017576341201,0.004858017576341201,0.0,0.0029148105458047207,0.004858017576341201,0.0024290087881706007,0.004858017576341201
2015-02-02,0.014849458718028587,0.014849458718028587,-0.003839851931866284,0.0073737344580706386,0.014849458718028587,0.005504803393081152,0.014849458718028587
2015-02-03,0.008417888978784446,0.008417888978784446,-0.013089278268728383,-0.00018497792022068547,0.008417888978784446,-0.0023356946449719683,0.008417888978784446
2015-02-04,-0.006796576952952721,-0.006796576952952721,0.0034461350187449113,-0.002699492164273668,-0.006796576952952721,-0.001675220967103905,-0.006796576952952721
2015-02-05,0.0047103529019396255,0.0047103529019396255,-0.0050306754860029446,0.0008139415467625973,0.0047103529019396255,-0.00016016129203165952,0.0047103529019396255
2015-02-06,-0.0027428888361462128,-0.0027428888361462128,-0.010658571396523236,-0.0059091618602970224,-0.0027428888361462128,-0.006700730116334725,-0.0027428888361462128
2015-02-07,0.0027434551259717635,0.0027434551259717635,0.0,0.0016460730755830581,0.0027434551259717635,0.0013717275629858818,0.0027434551259717635
2015-02-08,-0.0021182676050804186,-0.0021182676050804186,0.0,-0.001270960563048251,-0.0021182676050804186,-0.0010591338025402093,-0.0021182676050804186
2015-02-09,-0.0034706968814651,-0.0034706968814651,0.0004005459807763234,-0.0019221997365685304,-0.0034706968814651,-0.0015350754503443882,-0.0034706968814651
2015-02-10,0.0033997477027734777,0.0033997477027734777,-0.0037836381133417585,0.0005263933763273829,0.0033997477027734777,-0.0001919452052841404,0.0033997477027734777
2015-02-11,-0.0025934189765764635,-0.0025934189765764635,-0.001687259336907665,-0.0022309551207089443,-0.0025934189765764635,-0.0021403391567420644,-0.0025934189765764635
2015-02-12,0.011126990593784303,0.011126990593784303,-0.00254234682232074,0.005659255627342285,0.011126990593784303,0.004292321885731781,0.011126990593784303
2015-02-13,0.012494443240447264,0.012494443240447264,-0.002140692558140811,0.006640388921012033,0.012494443240447264,0.005176875341153226,0.012494443240447264
2015-02-14,0.010333003563518886,0.010333003563518886,0.0,0.006199802138111331,0.010333003563518886,0.005166501781759443,0.010333003563518886
2015-02-15,-0.009713771340843304,-0.009713771340843304,0.0,-0.0058282628045059825,-0.009713771340843304,-0.004856885670421652,-0.009713771340843304
2015-02-16,-0.0004646460800208856,-0.0004646460800208856,0.0,-0.00027878764801253134,-0.0004646460800208856,-0.0002323230400104428,-0.0004646460800208856
2015-02-17,0.0056530670987662785,0.0056530670987662785,-0.010012370181316954,-0.0006131078132670148,0.0056530670987662785,-0.002179651541275338,0.0056530670987662785
2015-02-18,-0.0040012252270040915,-0.0040012252270040915,0.00349462395387784,-0.0010028855546513188,-0.0040012252270040915,-0.0002533006365631257,-0.0040012252270040915
2015-02-19,-0.0007971339090176136,-0.0007971339090176136,-0.0022399849077155976,-0.0013742743084968073,-0.0007971339090176136,-0.0015185594083666056,-0.0007971339090176136
2015-02-20,0.004468516756399933,0.004468516756399933,-0.001030923585381316,0.002268740619687433,0.004468516756399933,0.0017187965855093084,0.004468516756399933
2015-02-21,0.0003441138638203463,0.0003441138638203463,0.0,0.0002064683182922078,0.0003441138638203463,0.00017205693191017316,0.0003441138638203463
2015-02-22,-0.0038881172155808366,-0.0038881172155808366,0.0,-0.002332870329348502,-0.0038881172155808366,-0.0019440586077904183,0.0
2015-02-23,0.0008807462103908407,0.0008807462103908407,0.005040459416392418,0.0025446314927914716,0.0008807462103908407,0.0029606028133916293,0.0008807462103908407
2015-02-24,-0.0006660927781929739,-0.0006660927781929739,0.004071315506893047,0.0012288705358414346,-0.0006660927781929739,0.0017026113643500368,-0.0006660927781929739
2015-02-25,0.001567771441359679,0.001567771441359679,0.001765455475591815,0.0016468450550525334,0.001567771441359679,0.001666613458475747,0.001567771441359679
2015-02-26,-0.004144730141182527,-0.004144730141182527,-0.0014930829546766777,-0.003084071266580187,-0.004144730141182527,-0.0028189065479296022,-0.004144730141182527
2015-02-27,0.008376927829354187,0.008376927829354187,0.003280949837094538,0.006338536632450328,0.008376927829354187,0.005828938833224362,0.008376927829354187
2015-02-28,0.0001904165872484863,0.0001904165872484863,0.0,0.00011424995234909178,0.0001904165872484863,9.520829362424315e-05,0.0001904165872484863
2015-03-01,0.0025952984595228757,0.0025952984595228757,0.0,0.0015571790757137253,0.0025952984595228757,0.0012976492297614379,0.0025952984595228757
2015-03-02,0.007565000642394922,0.007565000642394922,-0.007054909780201124,0.0017170364733565032,0.007565000642394922,0.0002550454310968988,0.007565000642394922
2015-03-03,0.0009996209308418145,0.0009996209308418145,-0.0019983723882673887,-0.0001995763968018669,0.0009996209308418145,-0.0004993757287127871,0.0009996209308418145
2015-03-04,-0.0072866812922692936,-0.0072866812922692936,0.0007752641958571893,-0.004061903097018701,-0.0072866812922692936,-0.003255708548206052,-0.0072866812922692936
2015-03-05,0.0013791000555625705,0.0013791000555625705,0.0007680775193589784,0.0011346910410811337,0.0013791000555625705,0.0010735887874607744,0.0013791000555625705
2015-03-06,-0.014178237384779722,-0.014178237384779722,-0.01186541304793265,-0.013253107650040893,-0.014178237384779722,-0.0136066568914361,-0.014178237384779722
2015-03-07,0.001441427744668575,0.001441427744668575,0.0,0.000864856646801145,0.001441427744668575,0.001060465246364694,0.001441427744668575
2015-03-08,-0.0007669810297144962,-0.0007669810297144962,0.0,-0.0004601886178286977,-0.0007669810297144962,-0.0005734771789007603,-0.0007669810297144962
2015-03-09,0.007391281963369393,0.007391281963369393,0.003714803181920412,0.005920690450789801,0.007391281963369393,0.006478628287728135,0.007391281963369393
2015-03-10,-0.009820151261295996,-0.009820151261295996,0.00573937343836628,-0.0035963413814310854,-0.009820151261295996,-0.0060135515372719914,-0.009820151261295996
2015-03-11,0.002825192736198979,0.002825192736198979,0.003545252056719045,0.0031132164644070053,0.002825192736198979,0.003007407769947144,0.003545252056719045
2015-03-12,0.005325552204354649,0.005325552204354649,-0.0013378791557851488,0.0026601796602987297,0.005325552204354649,0.0036867982899490993,0.005325552204354649
2015-03-13,-0.00834388412418151,-0.00834388412418151,0.0017938630382076937,-0.004288785259225828,-0.00834388412418151,-0.005864376629532379,-0.00834388412418151
2015-03-14,-0.0013442178436478363,-0.0013442178436478363,0.0,-0.0008065307061887018,-0.0013442178436478363,-0.0010071435265453764,-0.0013442178436478363
2015-03-15,0.0017769245729813852,0.0017769245729813852,0.0,0.001066154743788831,0.0017769245729813852,0.0013369023531174529,0.0017769245729813852
2015-03-16,0.008970486423645877,0.008970486423645877,0.0012295342503219064,0.005874105554316289,0.008970486423645877,0.007063192261611822,0.008970486423645877
2015-03-17,-0.0033336995848001205,-0.0033336995848001205,0.0013270624202071646,-0.0014693947827972063,-0.0033336995848001205,-0.002176691911997192,0.0013270624202071646
2015-03-18,0.0029188344060327135,0.0029188344060327135,0.007652194048526073,0.004812178263030057,0.0029188344060327135,0.003937846221191957,0.0029188344060327135
2015-03-19,-0.00310126945199734,-0.00310126945199734,0.0011535301387256558,-0.0013993496157081416,-0.00310126945199734,-0.002456225714909877,-0.00310126945199734
2015-03-20,0.011411535850963982,0.011411535850963982,0.0018445276255915077,0.007584732560814992,0.011411535850963982,0.010124896371606679,0.011411535850963982
2015-03-21,-0.0007318287834147119,-0.0007318287834147119,0.0,-0.00043909727004882716,-0.0007318287834147119,-0.0006341935558445814,-0.0007318287834147119
2015-03-22,0.0033906986485702844,0.0033906986485702844,0.0,0.0020344191891421707,0.0033906986485702844,0.0029519457929211455,0.0033906986485702844
2015-03-23,0.0002846351300459762,0.0002846351300459762,-0.0011070849780627778,-0.00027205291319752547,0.0002846351300459762,0.00010843666848598795,0.0002846351300459762
2015-03-24,-0.012673299087287069,-0.012673299087287069,0.004573630881103741,-0.005774527099930744,-0.012673299087287069,-0.010492813175778182,-0.012673299087287069
2015-03-25,-0.007226264934718834,-0.007226264934718834,-0.0035255881957157453,-0.005745994239117598,-0.007226264934718834,-0.006676783355612126,-0.007226264934718834
2015-03-26,-5.555693370853623e-05,-5.555693370853623e-05,-0.002790307406609377,-0.0011494571228688724,-5.555693370853623e-05,-0.0004329710833770771,-5.555693370853623e-05
2015-03-27,-0.001955504788522491,-0.001955504788522491,0.0033697729342354044,0.00017460630058066724,-0.001955504788522491,-0.001314903459721767,0.0033697729342354044
2015-03-28,0.002594835707498497,0.002594835707498497,0.0,0.0015569014244990983,0.002594835707498497,0.002285139064054247,0.0
2015-03-29,-0.004432615302113597,-0.004432615302113597,0.0,-0.002659569181268158,-0.004432615302113597,-0.003929208296687187,-0.004432615302113597
2015-03-30,0.010965793844043527,0.010965793844043527,-0.002160563772533569,0.005715250797412689,0.010965793844043527,0.009445241466384926,0.010965793844043527
2015-03-31,-0.008629110747034565,-0.008629110747034565,0.0013733025636154528,-0.004628145422774558,-0.008629110747034565,-0.007558490955833501,-0.008629110747034565
2015-04-01,0.003087210535690931,0.003087210535690931,0.00883693268943575,0.005387099397188858,0.003087210535690931,0.003708289340284768,0.003087210535690931
2015-04-02,0.004716628519640744,0.004716628519640744,-0.0059835281753437275,0.0004365658416469551,0.004716628519640744,0.004692665974233147,0.004716628519640744
2015-04-03,0.0005783817699502128,0.0005783817699502128,0.0,0.0003470290619701277,0.0005783817699502128,0.0005775827050951991,0.0005783817699502128
2015-04-04,-0.0002730571588164008,-0.0002730571588164008,0.0,-0.00016383429528984048,-0.0002730571588164008,-0.0002730571588164008,-0.0002730571588164008
2015-04-05,0.003022409299469237,0.003022409299469237,0.0,0.001813445579681542,0.003022409299469237,0.003022409299469237,0.003022409299469237
2015-04-06,0.005663134233026902,0.005663134233026902,3.992902059490877e-05,0.0034138521480541043,0.005663134233026902,0.005663134233026902,0.005663134233026902
2015-04-07,-0.003666291680357111,-0.003666291680357111,0.003902953993286662,-0.0006385934108996015,-0.003666291680357111,-0.003666291680357111,-0.003666291680357111
2015-04-08,-0.00376703216747735,-0.00376703216747735,-0.0011444276057549219,-0.002717990342788379,-0.00376703216747735,-0.00376703216747735,-0.00376703216747735
2015-04-09,-0.0001908901212565903,-0.0001908901212565903,-0.003374116832039642,-0.0014641808055698112,-0.0001908901212565903,-0.0001908901212565903,-0.003374116832039642
2015-04-10,-8.826436998543574e-05,-8.826436998543574e-05,0.003706242251068387,0.0014295382784360934,-8.826436998543574e-05,-8.826436998543574e-05,-8.826436998543574e-05
2015-04-11,0.0002259177590268181,0.0002259177590268181,0.0,0.00013555065541609085,0.0002259177590268181,0.0002259177590268181,0.0002259177590268181
2015-04-12,-0.00018741572062186407,-0.00018741572062186407,0.0,-0.00011244943237311844,-0.00018741572062186407,-0.00018741572062186407,-0.00018741572062186407
2015-04-13,-0.008771504324521562,-0.008771504324521562,-0.0005509338876855951,-0.0054832761497871745,-0.008771504324521562,-0.008771504324521562,-0.008771504324521562
2015-04-14,0.0009132292957500695,0.0009132292957500695,-0.000916954446635615,0.00018115579879579563,0.0009132292957500695,0.0009132292957500695,0.0009132292957500695
2015-04-15,0.008894375008818301,0.008894375008818301,0.0009369988352210534,0.005711424539379402,0.008894375008818301,0.008894375008818301,0.008894375008818301
2015-04-16,0.0036214118521227493,0.0036214118521227493,-0.003857807525335849,0.0006297241011393097,0.0036214118521227493,0.0036214118521227493,0.0036214118521227493
2015-04-17,-0.010544801253854548,-0.010544801253854548,0.004026882515421187,-0.004716127746144254,-0.010544801253854548,-0.010544801253854548,-0.010544801253854548
2015-04-18,0.00023629793911365363,0.00023629793911365363,0.0,0.00014177876346819216,0.00023629793911365363,0.00023629793911365363,0.00023629793911365363
2015-04-19,-0.0003760795892350109,-0.0003760795892350109,0.0,-0.00022564775354100655,-0.0003760795892350109,-0.0003760795892350109,-0.0003760795892350109
2015-04-20,0.004988362855786916,0.004988362855786916,-0.0031048409096619545,0.0017510813496073676,0.004988362855786916,0.004988362855786916,-0.0031048409096619545
2015-04-21,0.004690225353195212,0.004690225353195212,6.835545231773099e-05,0.0028414773928442196,0.004690225353195212,0.004690225353195212,0.004690225353195212
2015-04-22,0.0023653142799090476,0.0023653142799090476,-0.008625894195346734,-0.0020311691101932653,0.0023653142799090476,0.0023653142799090476,0.0023653142799090476
2015-04-23,0.005134562789285788,0.005134562789285788,0.0018237107070263325,0.003810221956382006,0.005134562789285788,0.005134562789285788,0.005134562789285788
2015-04-24,-0.0008638386432190516,-0.0008638386432190516,-0.0020495045388929656,-0.0013381050014886172,-0.0008638386432190516,-0.0008638386432190516,-0.0008638386432190516
2015-04-25,-0.0023436041822358306,-0.0023436041822358306,0.0,-0.0014061625093414983,-0.0023436041822358306,-0.0023436041822358306,-0.0023436041822358306
2015-04-26,-0.0034159374592671846,-0.0034159374592671846,0.0,-0.0020495624755603107,-0.0034159374592671846,-0.0034159374592671846,-0.0034159374592671846
2015-04-27,0.003294362056217248,0.003294362056217248,0.0038670817953267433,0.0035234499518610463,0.003294362056217248,0.003294362056217248,0.003294362056217248
2015-04-28,-0.0002580320529229876,-0.0002580320529229876,-0.0040047891046828266,-0.0017567348736269234,-0.0002580320529229876,-0.0002580320529229876,-0.0002580320529229876
2015-04-29,-0.003987292041099575,-0.003987292041099575,-0.007928219772716932,-0.005563663133746517,-0.003987292041099575,-0.003987292041099575,-0.003987292041099575
2015-04-30,-0.0025948415443871114,-0.0025948415443871114,-0.005543690026522219,-0.0037743809372411544,-0.0025948415443871114,-0.0025948415443871114,-0.0025948415443871114
2015-05-01,0.0036915868735523352,0.0036915868735523352,-0.004387238146145694,0.00046005686567312317,0.0036915868735523352,0.0036915868735523352,0.0036915868735523352
2015-05-02,0.0013649557020032096,0.0013649557020032096,0.0,0.0008189734212019257,0.0013649557020032096,0.0013649557020032096,0.0013649557020032096
2015-05-03,0.0025671993087433473,0.0025671993087433473,0.0,0.0015403195852460084,0.0025671993087433473,0.0025671993087433473,0.0025671993087433473
2015-05-04,-6.572443241934265e-05,-6.572443241934265e-05,8.053605341373782e-05,-7.22023808611046e-06,-6.572443241934265e-05,-6.572443241934265e-05,8.053605341373782e-05
2015-05-05,-0.010372857805402548,-0.010372857805402548,-0.0007645447685277751,-0.006529532590652638,-0.010372857805402548,-0.010372857805402548,-0.010372857805402548
2015-05-06,-0.004182448932135535,-0.004182448932135535,-0.00842978255728527,-0.005881382382195429,-0.004182448932135535,-0.004182448932135535,-0.00842978255728527
2015-05-07,0.0035677153925126235,0.0035677153925126235,0.003680209887998276,0.0036127131907068843,0.0035677153925126235,0.0035677153925126235,0.0035677153925126235
2015-05-08,0.013298035367744642,0.013298035367744642,0.0031532116534275234,0.009240105882017794,0.013298035367744642,0.013298035367744642,0.013298035367744642
2015-05-09,-0.0009253856124478895,-0.0009253856124478895,0.0,-0.0005552313674687337,-0.0009253856124478895,-0.0009253856124478895,-0.0009253856124478895
2015-05-10,-0.0007057220066209643,-0.0007057220066209643,0.0,-0.00042343320397257854,-0.0007057220066209643,-0.0007057220066209643,-0.0007057220066209643
2015-05-11,-0.005255305261330667,-0.005255305261330667,-0.008703193930563735,-0.006634460729023894,-0.005255305261330667,-0.005255305261330667,-0.005255305261330667
2015-05-12,0.00043199293817395044,0.00043199293817395044,0.001573000386795198,0.0008883959176224495,0.00043199293817395044,0.00043199293817395044,0.00043199293817395044
2015-05-13,-0.002335544018583392,-0.002335544018583392,-7.099624840797847e-05,-0.0014297249105132265,-0.002335544018583392,-0.002335544018583392,-0.002335544018583392
2015-05-14,0.008324730598354554,0.008324730598354554,0.0020647171246756246,0.005820725208882983,0.008324730598354554,0.008324730598354554,0.008324730598354554
2015-05-15,0.0019592345838428146,0.0019592345838428146,0.007144862540038238,0.004033485766320984,0.0019592345838428146,0.0019592345838428146,0.0019592345838428146
