strategy,cagr,volatility,sharpe,max_drawdown,calmar,observations,defensive_exposure,turnover,threshold,pressure_span
CESP,0.11306758375001924,0.14289857614937157,0.82125855325038,-0.32918929957538534,0.3434728403865583,4264,0.18863440597886058,27.12352643443696,0.6,10
CESP,0.11730339259736589,0.14065409996671738,0.8592155881571473,-0.34627042185950596,0.33876238105303713,4264,0.1873235561021311,18.90130022705334,0.6,21
CESP,0.12341695512971818,0.1396800691499009,0.9033406176981138,-0.35379477404088877,0.34883769966442363,4264,0.18476581773871234,13.829312268663553,0.6,42
CESP,0.12228876062359273,0.14908597881314017,0.8486383628406682,-0.3400635968635507,0.35960556128758664,4264,0.14251881363591934,22.89096343855568,0.7,10
CESP,0.12863631772786532,0.1466229558441316,0.8989548776858471,-0.3532813517476969,0.36411861846513077,4264,0.1420378651964342,16.066401553970575,0.7,21
CESP,0.13360225021398486,0.14529660604916075,0.9360679191788551,-0.3684246435555728,0.36263114466128926,4264,0.14104459337754277,11.925377221739438,0.7,42
CESP,0.13536045509418426,0.1548136497158015,0.8977334919340049,-0.35098096261434497,0.3856632396410549,4264,0.09807885747189125,17.229022619535872,0.8,10
CESP,0.14561965246798336,0.15310087312985213,0.9648388622707429,-0.3585471833574837,0.40613804605681597,4264,0.09733399658186564,12.174910522660342,0.8,21
CESP,0.14599773311671327,0.15192753682657922,0.9733052902044251,-0.35945283644749104,0.40616659075394623,4264,0.09831848142054785,9.234267089839967,0.8,42
